PROVINCE_CODE,CITY_CODE,DISTRICT_CODE,STANDARD_YEAR_MONTH,WEEKDAY_WEEKEND,GENDER,AGE_GROUP,TIME_SLOT,RESIDENTIAL_POPULATION,WORKING_POPULATION,VISITING_POPULATION
11,11560,11560132,202305,H,M,70,T06,3448.75,0.0,1048.12
11,11560,11560126,202102,H,M,10,T06,217.69,0.08,41.33
11,11560,11560116,202311,H,F,55,T06,188.18,16.3,46.05
11,11140,11140130,202108,H,F,10,T15,4.57,0.05,6.24
11,11140,11140110,202310,W,F,50,T06,26.75,23.29,13.87
11,11560,11560128,202110,W,M,30,T06,372.31,144.03,193.69
11,11560,11560127,202107,W,F,70,T06,277.71,0.0,76.02
11,11140,11140146,202111,W,M,35,T18,22.5,15.87,78.68
11,11560,11560122,202306,W,F,45,T24,93.36,1.11,7.45
11,11140,11140151,202303,W,M,20,T12,26.01,18.76,63.19
11,11560,11560105,202202,W,F,55,T21,137.59,24.28,43.85
11,11140,11140131,202211,W,F,15,T21,32.43,0.0,13.57
11,11140,11140103,202106,H,M,40,T18,15.45,39.43,82.89
11,11560,11560133,202312,H,F,35,T21,1468.55,102.99,383.11
11,11560,11560114,202212,H,M,10,T15,393.15,3.61,129.36
11,11140,11140103,202303,H,M,60,T12,54.87,28.66,161.03
11,11140,11140124,202108,H,M,40,T15,21.41,47.24,137.78
11,11560,11560130,202112,W,F,65,T09,17.25,5.11,6.77
11,11560,11560104,202212,H,F,55,T18,223.58,73.8,236.2
11,11140,11140108,202109,H,F,30,T09,1.01,4.52,10.45
11,11560,11560111,202203,W,M,70,T06,207.52,0.03,81.9
11,11140,11140129,202309,W,F,40,T15,15.59,30.13,19.68
11,11140,11140167,202309,W,F,15,T21,70.26,0.0,102.99
11,11140,11140120,202303,W,F,30,T06,84.8,104.29,128.35
11,11140,11140155,202212,W,M,45,T12,41.38,205.48,175.4
11,11140,11140121,202112,W,M,25,T06,47.8,37.79,50.34
11,11140,11140121,202101,H,M,70,T06,98.86,1.25,29.1
11,11140,11140167,202108,H,F,55,T24,31.95,1.81,17.77
11,11650,11650101,202203,W,F,70,T06,4435.36,0.0,1057.52
11,11140,11140106,202108,W,F,30,T06,1.19,26.33,9.02
11,11140,11140171,202304,H,M,20,T15,58.22,18.56,70.15
11,11560,11560124,202307,H,M,15,T12,125.08,0.0,72.21
11,11140,11140108,202311,W,M,35,T06,33.55,146.47,45.93
11,11140,11140152,202304,H,F,45,T06,58.23,7.11,18.02
11,11650,11650103,202212,W,F,15,T12,170.84,0.0,55.38
11,11140,11140140,202206,W,F,20,T18,3.44,4.1,11.11
11,11560,11560126,202302,H,M,45,T09,104.89,18.77,57.26
11,11140,11140142,202208,H,M,70,T15,14.62,0.0,16.71
11,11560,11560110,202107,W,F,35,T24,1409.57,86.72,154.37
11,11140,11140116,202203,W,M,10,T15,7.33,0.03,9.23
11,11560,11560106,202201,W,F,15,T15,10.71,0.0,15.51
11,11140,11140138,202304,W,F,30,T15,30.64,180.67,146.53
11,11560,11560107,202109,W,F,70,T24,145.16,0.0,24.72
11,11140,11140125,202107,W,F,70,T18,25.97,0.0,19.96
11,11140,11140112,202103,W,F,40,T21,49.35,19.38,72.71
11,11140,11140120,202107,W,F,25,T09,16.89,159.32,103.2
11,11560,11560123,202305,W,M,65,T12,50.46,35.44,50.54
11,11140,11140171,202107,W,F,15,T12,36.37,0.0,46.0
11,11140,11140167,202201,H,M,60,T21,24.16,2.18,27.83
11,11140,11140117,202109,W,M,45,T18,23.14,90.39,106.88
11,11140,11140132,202310,H,M,40,T09,100.7,24.14,64.61
11,11140,11140172,202210,H,M,15,T24,4.49,0.0,1.6
11,11560,11560102,202209,W,F,25,T12,48.59,34.6,73.15
11,11140,11140164,202306,H,M,50,T12,112.97,25.26,89.35
11,11560,11560115,202110,H,M,55,T06,304.67,33.23,130.8
11,11560,11560107,202304,W,M,10,T15,120.37,8.13,59.1
11,11560,11560101,202102,W,M,60,T15,257.33,78.14,163.48
11,11560,11560120,202203,H,M,65,T15,33.51,16.8,31.22
11,11560,11560131,202302,W,M,45,T15,33.61,46.0,105.74
11,11560,11560119,202202,H,F,20,T12,47.69,11.83,72.33
11,11140,11140173,202303,H,F,40,T18,27.68,2.16,16.11
11,11560,11560125,202203,W,F,15,T09,38.31,0.0,19.62
11,11140,11140166,202208,H,M,70,T06,34.07,0.0,39.27
11,11140,11140164,202308,W,M,55,T15,59.32,52.16,63.37
11,11560,11560128,202104,H,M,40,T06,272.89,34.57,87.15
11,11140,11140150,202303,H,M,70,T21,74.2,0.0,27.28
11,11140,11140170,202107,W,F,65,T21,18.15,1.39,10.61
11,11650,11650110,202101,W,M,55,T12,35.08,81.54,82.63
11,11560,11560133,202204,W,F,65,T09,1084.45,248.18,343.2
11,11140,11140163,202312,H,M,45,T24,208.53,8.63,55.28
11,11560,11560116,202307,W,F,30,T18,213.02,63.65,237.59
11,11140,11140135,202304,H,F,35,T06,33.26,1.64,9.55
11,11650,11650110,202302,H,F,45,T06,76.8,7.83,26.99
11,11650,11650111,202305,W,M,25,T24,44.1,0.84,10.78
11,11140,11140173,202209,W,M,15,T06,8.65,0.0,11.85
11,11140,11140109,202107,H,M,60,T12,1.06,3.46,13.09
11,11140,11140120,202108,H,M,50,T18,38.98,21.08,66.49
11,11140,11140144,202203,W,M,55,T06,104.08,133.24,171.64
11,11140,11140148,202201,H,M,15,T24,52.21,0.0,31.84
11,11560,11560101,202304,H,F,60,T18,374.05,88.1,172.63
11,11650,11650110,202202,H,M,25,T21,57.14,4.64,19.4
11,11140,11140120,202206,W,F,35,T21,53.6,12.5,49.85
11,11140,11140135,202302,H,F,40,T12,11.29,5.61,15.92
11,11140,11140112,202105,H,M,35,T21,69.11,17.49,72.79
11,11140,11140106,202308,W,M,50,T24,11.33,1.29,4.85
11,11140,11140174,202101,W,F,25,T12,23.02,23.98,13.69
11,11140,11140108,202101,H,F,70,T21,0.78,0.01,0.44
11,11560,11560110,202211,H,F,15,T12,745.91,0.0,2395.25
11,11140,11140108,202302,H,M,45,T15,12.69,12.65,28.43
11,11140,11140164,202302,H,F,65,T09,62.49,11.12,25.98
11,11560,11560109,202301,H,M,25,T15,191.12,21.35,153.85
11,11560,11560120,202201,H,F,20,T12,20.82,3.98,46.35
11,11650,11650104,202103,W,M,15,T06,15.08,0.0,19.11
11,11560,11560114,202302,H,M,40,T18,212.63,26.74,86.97
11,11560,11560130,202110,H,F,60,T09,25.95,3.18,13.58
11,11560,11560131,202302,W,F,55,T12,37.82,31.48,48.06
11,11140,11140148,202108,H,F,15,T09,31.0,0.0,111.59
11,11560,11560113,202112,W,M,10,T21,445.66,2.8,92.32
11,11140,11140118,202302,H,M,10,T24,271.72,0.16,65.41
11,11560,11560134,202308,H,M,45,T18,58.1,7.4,34.43
11,11140,11140114,202307,W,F,10,T12,217.41,4.48,155.74
11,11560,11560125,202303,H,F,25,T12,141.6,34.43,104.88
11,11560,11560120,202302,W,M,10,T15,70.16,0.05,35.25
11,11560,11560126,202307,W,F,20,T06,99.45,17.08,38.9
11,11650,11650106,202101,H,M,45,T24,2090.81,56.86,277.97
11,11560,11560126,202304,W,F,55,T12,69.6,83.61,47.79
11,11140,11140137,202204,W,F,70,T21,27.29,0.0,8.46
11,11140,11140105,202101,W,M,50,T21,37.22,36.94,47.14
11,11140,11140156,202303,H,F,10,T06,53.5,0.35,10.11
11,11140,11140114,202101,W,M,40,T21,39.28,34.56,73.24
11,11140,11140146,202107,W,M,60,T24,19.11,1.67,7.89
11,11140,11140168,202302,W,F,20,T06,47.67,40.05,45.37
11,11560,11560120,202209,H,M,50,T24,67.91,3.75,24.35
11,11140,11140165,202101,H,M,60,T21,290.63,18.95,38.68
11,11140,11140139,202111,H,M,15,T09,16.12,0.0,25.85
11,11140,11140149,202301,W,F,25,T21,44.29,7.06,76.34
11,11650,11650103,202210,W,F,15,T18,207.37,0.0,140.76
11,11560,11560129,202211,H,M,40,T09,150.48,20.93,75.79
11,11560,11560108,202307,H,F,25,T12,394.41,41.77,346.43
11,11140,11140143,202306,H,F,15,T18,25.72,0.0,18.24
11,11140,11140172,202112,H,M,45,T18,3.83,1.3,3.7
11,11140,11140126,202201,W,M,50,T15,12.99,111.79,241.09
11,11140,11140107,202112,H,M,35,T12,2.86,5.44,20.97
11,11140,11140160,202212,H,F,35,T24,20.54,0.75,13.11
11,11140,11140170,202312,H,M,30,T06,63.67,9.7,34.61
11,11140,11140147,202306,W,M,55,T12,26.5,110.84,70.66
11,11140,11140169,202311,W,M,10,T15,36.04,0.42,27.59
11,11140,11140117,202205,W,M,10,T15,22.31,0.27,20.58
11,11650,11650102,202210,W,M,40,T21,1630.27,358.36,971.73
11,11140,11140107,202104,W,M,70,T12,2.75,0.0,43.71
11,11560,11560124,202312,H,F,65,T24,189.4,7.32,21.8
11,11560,11560129,202107,W,M,45,T24,169.76,11.32,35.77
11,11140,11140104,202112,H,M,65,T06,9.56,3.02,13.74
11,11140,11140121,202201,W,F,60,T12,56.48,116.77,272.12
11,11140,11140172,202307,H,M,25,T24,13.43,0.99,5.22
11,11560,11560107,202203,H,F,20,T12,58.87,16.38,88.05
11,11560,11560110,202110,W,F,60,T09,924.4,1303.25,900.01
11,11140,11140103,202104,H,M,50,T09,24.11,49.06,94.73
11,11140,11140106,202107,H,M,40,T15,1.55,3.64,10.12
11,11560,11560117,202308,W,M,60,T09,44.2,41.91,67.82
11,11560,11560121,202101,W,F,15,T24,235.19,0.0,25.83
11,11140,11140123,202201,W,F,55,T18,6.11,3.05,7.72
11,11560,11560129,202204,H,M,45,T18,128.85,16.36,58.77
11,11140,11140102,202301,H,M,65,T21,42.34,2.77,13.97
11,11140,11140117,202212,W,M,70,T12,58.99,0.0,187.21
11,11140,11140141,202311,H,F,55,T15,24.5,8.54,24.32
11,11650,11650103,202309,H,F,20,T09,163.95,15.95,60.18
11,11560,11560127,202306,W,F,50,T06,236.69,120.42,73.6
11,11140,11140151,202211,H,F,20,T18,35.53,7.16,70.77
11,11140,11140155,202301,H,M,45,T06,88.15,8.86,45.71
11,11140,11140138,202111,W,M,20,T24,98.23,26.38,36.49
11,11140,11140174,202202,W,M,55,T06,47.58,10.7,16.01
11,11650,11650109,202110,W,F,55,T12,128.3,69.05,70.86
11,11560,11560127,202303,W,F,45,T06,225.39,128.16,65.43
11,11140,11140121,202101,W,M,40,T21,59.64,31.98,46.49
11,11140,11140122,202303,H,F,30,T06,88.42,9.95,30.73
11,11140,11140130,202302,H,M,45,T06,33.64,3.0,17.8
11,11140,11140127,202307,H,F,40,T12,87.6,64.32,231.7
11,11140,11140117,202101,H,M,70,T18,15.18,0.22,14.66
11,11650,11650104,202107,H,F,65,T18,62.4,6.13,36.13
11,11140,11140144,202106,W,F,25,T09,90.52,346.43,222.44
11,11140,11140144,202208,W,M,25,T06,250.47,104.28,145.62
11,11650,11650111,202211,W,M,25,T24,68.56,1.32,13.21
11,11140,11140143,202212,H,M,65,T06,37.04,4.63,9.49
11,11650,11650102,202306,H,F,10,T06,2941.35,13.1,458.12
11,11650,11650103,202210,H,M,40,T24,539.96,32.67,142.74
11,11140,11140169,202211,H,M,25,T24,26.65,2.71,9.7
11,11560,11560134,202306,W,M,10,T21,130.79,0.76,20.87
11,11140,11140149,202106,W,M,40,T15,16.42,65.83,81.67
11,11140,11140167,202306,W,M,20,T12,38.02,52.29,121.26
11,11140,11140165,202212,H,M,65,T12,124.17,58.85,174.74
11,11140,11140106,202108,H,F,10,T12,0.06,0.0,4.53
11,11560,11560126,202111,H,M,30,T21,199.57,13.79,68.6
11,11140,11140123,202101,W,F,15,T18,1.03,0.0,1.5
11,11140,11140172,202204,H,F,55,T12,2.95,2.24,7.36
11,11650,11650108,202111,W,F,60,T12,2060.1,1994.81,2608.28
11,11140,11140128,202103,H,M,30,T18,9.74,6.48,38.69
11,11140,11140114,202306,W,M,55,T12,113.61,393.83,520.52
11,11140,11140101,202210,W,M,55,T09,11.64,95.29,191.43
11,11560,11560110,202206,H,F,15,T21,797.9,0.0,538.79
11,11140,11140138,202108,W,F,70,T18,98.02,0.0,28.63
11,11560,11560133,202308,W,F,65,T15,1045.36,194.39,330.24
11,11140,11140140,202111,H,M,35,T09,2.13,4.46,6.78
11,11140,11140156,202204,W,F,30,T18,3.58,6.0,88.3
11,11140,11140148,202102,H,M,10,T24,38.81,0.0,65.52
11,11140,11140125,202208,H,F,65,T18,32.77,8.9,31.77
11,11140,11140171,202212,H,M,50,T06,136.06,21.49,60.69
11,11140,11140137,202303,H,F,10,T15,31.41,0.03,40.33
11,11650,11650106,202207,H,M,50,T18,1439.86,78.66,771.17
11,11140,11140148,202108,W,M,25,T12,69.79,411.89,359.88
11,11650,11650107,202302,H,F,20,T06,1889.05,263.84,703.7
11,11140,11140122,202201,H,F,30,T21,45.77,2.38,42.68
11,11560,11560119,202205,H,F,45,T12,74.81,17.96,102.17
11,11140,11140119,202211,H,F,20,T06,9.13,1.17,12.15
11,11560,11560105,202110,H,F,50,T06,159.99,43.92,101.62
11,11140,11140124,202203,H,F,70,T09,26.68,0.0,54.91
11,11140,11140118,202311,W,F,50,T21,350.16,32.41,80.19
11,11560,11560113,202108,W,F,55,T21,327.47,33.36,50.99
11,11560,11560129,202101,W,F,40,T24,195.81,13.26,23.85
11,11650,11650109,202311,H,M,35,T06,119.2,8.35,17.56
11,11560,11560120,202212,W,F,50,T18,72.86,17.78,64.94
11,11140,11140147,202305,W,M,15,T06,30.85,0.01,27.06
11,11650,11650111,202108,H,F,15,T06,61.4,0.03,8.47
11,11140,11140157,202202,W,M,45,T21,6.72,5.43,11.91
11,11140,11140131,202102,W,F,70,T15,6.47,0.0,22.1
11,11140,11140148,202211,H,F,30,T21,419.3,43.28,377.14
11,11140,11140147,202112,W,M,50,T18,25.82,46.45,84.31
11,11140,11140161,202201,W,F,30,T18,6.91,21.52,216.48
11,11140,11140130,202110,W,M,15,T06,1.57,0.0,8.33
11,11140,11140165,202210,H,M,40,T21,264.54,33.38,164.63
11,11140,11140104,202104,H,F,35,T21,2.89,5.3,33.64
11,11560,11560102,202105,H,M,15,T15,10.41,0.0,24.54
11,11140,11140122,202308,W,F,40,T09,83.1,288.67,117.18
11,11140,11140102,202301,W,F,35,T06,62.01,148.86,57.1
11,11140,11140155,202108,W,M,20,T18,4.06,14.47,116.79
11,11650,11650108,202203,H,F,55,T12,2544.91,985.25,1724.43
11,11560,11560123,202306,H,M,35,T06,165.12,6.22,32.65
11,11560,11560109,202111,W,M,30,T12,162.35,162.97,209.86
11,11560,11560101,202201,H,F,65,T21,324.58,16.2,60.14
11,11560,11560124,202202,W,M,55,T12,90.49,154.5,147.57
11,11560,11560122,202305,W,F,30,T21,70.32,4.61,22.24
11,11140,11140133,202104,H,F,15,T12,7.32,0.0,12.79
11,11650,11650111,202104,W,M,35,T18,116.28,13.99,99.79
11,11560,11560128,202108,W,F,65,T18,161.41,13.89,33.02
11,11560,11560104,202109,W,F,35,T24,156.35,7.82,64.03
11,11140,11140101,202205,W,F,25,T21,7.6,10.49,32.55
11,11140,11140125,202105,W,F,20,T09,14.93,101.73,82.57
11,11140,11140148,202310,W,M,35,T09,332.98,781.32,636.33
11,11140,11140139,202304,W,M,20,T18,49.54,73.53,132.72
11,11140,11140132,202306,H,F,25,T06,91.97,5.42,41.55
11,11560,11560131,202312,H,F,50,T06,110.81,6.89,32.23
11,11140,11140146,202305,W,M,10,T12,37.26,0.6,17.72
11,11140,11140113,202202,W,F,25,T24,6.17,2.6,13.84
11,11560,11560113,202304,W,M,40,T24,532.24,22.09,88.57
11,11560,11560129,202212,W,M,65,T21,111.34,6.54,25.24
11,11140,11140107,202204,W,F,50,T06,1.07,15.45,3.43
11,11560,11560112,202312,H,M,35,T21,228.13,18.29,79.98
11,11140,11140109,202202,W,F,50,T21,5.29,1.5,4.87
11,11140,11140147,202112,H,F,15,T12,10.39,0.0,21.88
11,11140,11140141,202301,H,F,10,T18,19.12,0.36,11.65
11,11140,11140158,202108,W,F,15,T15,4.25,0.0,15.67
11,11140,11140143,202104,H,F,10,T09,45.83,0.01,17.45
11,11560,11560106,202111,W,M,50,T09,45.13,57.31,56.93
11,11650,11650104,202112,H,M,25,T12,19.9,11.8,67.1
11,11560,11560131,202209,W,F,60,T12,41.32,18.3,58.75
11,11140,11140107,202111,H,F,30,T12,1.28,6.82,32.71
11,11560,11560106,202307,H,F,70,T12,94.76,0.0,171.9
11,11560,11560116,202308,W,M,20,T06,152.79,22.11,67.45
11,11560,11560123,202211,W,M,30,T06,117.77,53.01,41.14
11,11140,11140118,202307,H,F,70,T12,270.9,0.0,207.9
11,11560,11560105,202107,H,M,15,T24,53.41,0.0,29.03
11,11560,11560125,202202,H,M,20,T18,96.57,17.27,57.0
11,11140,11140147,202106,W,F,55,T21,29.22,5.38,8.35
11,11560,11560118,202301,W,F,40,T15,331.2,81.19,103.2
11,11560,11560123,202311,H,F,55,T24,120.31,3.18,17.15
11,11140,11140173,202211,H,F,35,T12,23.94,4.8,29.59
11,11140,11140169,202308,W,F,30,T18,35.66,17.65,40.84
11,11140,11140163,202107,W,F,55,T09,99.28,111.43,112.52
11,11650,11650104,202104,H,M,15,T15,17.18,0.0,29.47
11,11560,11560102,202209,W,M,35,T09,42.55,32.73,79.16
11,11140,11140154,202306,W,M,45,T15,21.21,98.17,52.55
11,11560,11560104,202101,H,F,15,T18,17.8,0.0,87.51
11,11140,11140158,202209,H,M,15,T18,10.62,0.01,14.12
11,11560,11560133,202210,W,M,45,T09,868.19,502.89,780.41
11,11140,11140122,202202,H,F,40,T18,33.7,7.44,27.87
11,11140,11140137,202107,H,F,25,T15,14.08,11.31,41.34
11,11140,11140107,202305,H,F,25,T06,10.33,1.6,6.6
11,11140,11140154,202110,H,F,20,T24,25.15,1.28,30.97
11,11140,11140120,202307,H,M,30,T12,71.57,40.57,199.45
11,11140,11140168,202104,W,M,45,T09,35.19,562.45,353.98
11,11140,11140139,202303,W,F,10,T06,18.44,0.05,3.45
11,11140,11140146,202302,H,F,35,T09,46.41,5.59,31.4
11,11140,11140172,202202,H,F,70,T06,7.82,0.0,2.23
11,11140,11140164,202205,W,M,10,T15,21.84,0.31,19.99
11,11560,11560104,202309,W,M,50,T06,242.62,121.8,215.75
11,11560,11560130,202107,W,M,10,T21,61.38,0.28,6.59
11,11560,11560124,202301,H,F,35,T09,290.39,26.01,69.19
11,11560,11560105,202307,W,M,15,T24,186.76,0.0,49.52
11,11560,11560109,202305,H,F,50,T18,210.2,26.56,89.31
11,11560,11560134,202106,H,M,65,T09,15.18,2.83,19.44
11,11140,11140135,202107,H,M,25,T12,8.61,5.76,16.26
11,11560,11560120,202204,H,M,10,T18,65.59,1.68,23.64
11,11140,11140164,202307,H,M,60,T09,81.71,18.37,56.06
11,11650,11650108,202112,W,M,20,T09,1894.02,1760.16,1941.29
11,11560,11560122,202106,H,F,15,T21,36.07,0.0,7.21
11,11140,11140166,202208,H,F,35,T06,34.48,10.68,42.26
11,11140,11140162,202205,W,F,65,T09,1056.28,589.2,748.99
11,11560,11560123,202209,W,M,40,T18,139.58,45.67,75.23
11,11140,11140104,202302,H,F,70,T09,95.26,0.01,91.81
11,11650,11650104,202202,W,M,55,T06,53.51,16.63,97.36
11,11140,11140169,202104,H,F,65,T09,6.65,2.13,8.97
11,11140,11140119,202201,H,F,50,T12,6.68,3.23,23.92
11,11560,11560133,202107,H,M,10,T06,2241.26,70.67,407.27
11,11140,11140125,202210,H,M,20,T06,62.45,6.05,90.05
11,11140,11140106,202304,W,M,50,T18,10.14,23.94,48.46
11,11140,11140106,202106,H,F,45,T24,0.46,0.15,1.18
11,11140,11140156,202109,W,M,25,T09,6.05,29.59,25.33
11,11650,11650106,202103,W,F,20,T21,1062.57,77.79,465.41
11,11140,11140137,202101,H,F,70,T21,34.19,0.16,4.0
11,11560,11560131,202205,W,M,65,T24,54.81,1.83,24.76
11,11140,11140117,202203,W,M,25,T24,8.19,3.07,16.65
11,11140,11140116,202209,W,F,45,T18,32.86,19.05,42.79
11,11140,11140116,202108,W,M,45,T15,8.82,91.4,80.08
11,11140,11140119,202105,H,F,40,T24,9.49,0.6,5.49
11,11140,11140128,202206,W,F,45,T15,9.17,34.76,16.97
11,11560,11560110,202212,H,F,55,T18,1627.73,335.77,958.48
11,11140,11140134,202310,H,M,60,T06,31.28,9.46,20.46
11,11560,11560131,202207,W,F,10,T15,70.07,2.67,45.28
11,11560,11560116,202109,W,M,20,T09,90.18,43.78,94.18
11,11560,11560111,202104,H,F,70,T09,247.31,0.0,66.18
11,11560,11560115,202104,W,M,55,T18,221.51,61.24,224.74
11,11140,11140104,202110,W,F,45,T24,9.07,2.29,7.59
11,11140,11140107,202302,W,M,45,T12,15.87,132.7,104.84
11,11140,11140145,202308,W,M,45,T09,20.43,65.18,67.55
11,11560,11560122,202110,H,F,15,T21,39.49,0.0,8.69
11,11140,11140147,202210,W,F,50,T15,15.5,105.28,90.33
11,11560,11560103,202210,W,M,25,T12,79.76,65.84,162.02
11,11140,11140130,202108,H,F,20,T18,2.15,1.47,20.13
11,11560,11560102,202103,H,F,30,T21,105.04,7.68,102.14
11,11650,11650108,202205,W,M,70,T21,4730.41,0.0,1243.33
11,11140,11140133,202308,W,F,20,T21,46.65,7.44,39.96
11,11140,11140135,202210,H,F,30,T24,18.09,0.52,18.35
11,11650,11650104,202203,H,F,20,T12,21.64,4.49,62.46
11,11560,11560122,202208,W,M,70,T24,104.88,0.0,13.53
11,11560,11560121,202105,W,M,10,T15,753.79,4.32,182.71
11,11140,11140116,202204,W,F,55,T24,14.25,2.16,7.19
11,11560,11560116,202305,H,M,50,T09,122.55,27.9,104.08
11,11560,11560102,202105,H,F,35,T18,51.8,3.65,60.43
11,11560,11560113,202306,W,F,20,T09,209.15,182.89,148.24
11,11650,11650107,202309,H,F,60,T06,2368.23,279.98,785.11
11,11140,11140135,202308,W,M,50,T18,21.39,21.68,27.16
11,11560,11560126,202312,H,M,40,T12,111.43,20.84,76.15
11,11140,11140129,202301,H,F,50,T12,30.8,7.56,20.52
11,11140,11140149,202312,W,F,55,T09,39.79,66.07,51.59
11,11140,11140103,202302,W,F,25,T15,32.64,464.36,186.87
11,11560,11560116,202104,H,F,30,T18,187.08,21.21,208.06
11,11560,11560132,202111,W,M,65,T12,1080.74,281.22,750.29
11,11560,11560121,202209,H,M,70,T18,594.1,0.0,147.71
11,11560,11560133,202103,H,F,50,T21,3133.75,186.3,416.01
11,11560,11560113,202103,H,M,70,T06,301.91,0.0,85.91
11,11140,11140172,202102,H,F,35,T09,7.28,2.54,6.26
11,11140,11140149,202204,H,M,55,T09,12.23,14.34,49.19
11,11140,11140142,202207,H,F,20,T21,10.9,2.32,19.3
11,11560,11560111,202206,H,M,20,T15,92.56,20.22,61.71
11,11650,11650103,202108,H,F,20,T15,274.7,28.11,57.25
11,11140,11140158,202112,H,F,60,T06,16.02,3.6,6.29
11,11140,11140140,202209,H,M,15,T21,3.99,0.0,3.16
11,11650,11650107,202302,W,M,30,T18,1518.62,848.69,2242.58
11,11560,11560109,202204,W,F,35,T12,180.74,82.24,123.65
11,11140,11140146,202312,H,F,10,T21,52.27,0.35,16.71
11,11140,11140165,202204,W,F,25,T06,315.88,43.84,104.13
11,11140,11140142,202108,H,M,45,T12,7.66,11.7,23.65
11,11140,11140166,202202,H,M,60,T15,24.35,11.59,69.47
11,11140,11140154,202102,W,F,70,T24,10.55,0.0,3.32
11,11140,11140116,202110,W,F,55,T06,17.39,25.34,20.41
11,11560,11560134,202109,W,M,40,T12,22.92,48.98,48.32
11,11140,11140165,202108,H,F,65,T18,178.31,23.3,36.62
11,11140,11140171,202306,W,F,30,T06,135.2,88.17,73.13
11,11650,11650111,202210,W,F,70,T21,113.83,0.0,103.09
11,11140,11140131,202209,H,M,70,T18,31.66,0.0,22.48
11,11560,11560126,202109,H,F,25,T06,110.79,7.73,36.42
11,11560,11560124,202308,H,M,45,T06,336.61,20.56,88.52
11,11140,11140120,202108,H,M,50,T06,40.32,23.11,55.51
11,11560,11560130,202305,W,F,60,T09,19.74,5.19,11.2
11,11140,11140132,202110,H,F,45,T12,12.08,13.59,29.37
11,11140,11140170,202106,W,M,40,T12,9.65,158.57,120.07
11,11560,11560114,202101,H,F,65,T09,133.36,27.14,23.71
11,11140,11140155,202203,W,M,35,T24,22.18,3.46,24.64
11,11650,11650102,202109,W,F,70,T15,1528.54,0.04,1065.51
11,11140,11140160,202205,W,M,60,T21,10.8,7.94,7.82
11,11140,11140161,202210,H,F,50,T09,13.31,13.59,51.58
11,11650,11650110,202212,H,M,20,T12,72.05,9.0,61.68
11,11140,11140144,202302,H,M,30,T21,213.71,25.85,171.26
11,11140,11140128,202209,W,M,35,T15,10.86,37.09,47.32
11,11140,11140118,202201,H,M,15,T06,39.33,0.0,24.76
11,11140,11140125,202108,W,F,55,T21,22.53,4.37,9.13
11,11560,11560132,202311,W,F,45,T15,1802.96,865.7,928.0
11,11140,11140101,202311,W,M,40,T09,49.11,253.24,186.12
11,11140,11140116,202212,W,F,70,T15,83.05,0.0,88.79
11,11560,11560133,202104,W,F,15,T09,572.59,0.0,247.01
11,11560,11560127,202111,W,M,15,T09,127.22,0.0,117.55
11,11140,11140107,202207,W,F,45,T24,3.9,0.48,2.62
11,11140,11140113,202202,W,M,10,T12,5.03,0.45,12.66
11,11140,11140105,202201,W,M,55,T18,47.78,54.68,240.14
11,11140,11140130,202204,W,F,45,T12,3.06,28.7,15.22
11,11140,11140120,202110,H,F,30,T18,24.0,23.36,143.76
11,11140,11140121,202101,W,M,60,T09,40.19,98.76,59.01
11,11140,11140109,202311,W,F,40,T21,43.08,7.46,14.26
11,11560,11560113,202102,W,M,15,T18,120.56,0.0,74.56
11,11140,11140127,202305,W,M,45,T09,77.58,288.32,289.45
11,11140,11140132,202307,W,F,60,T12,31.76,62.78,39.38
11,11140,11140133,202108,H,F,10,T12,10.89,0.05,8.93
11,11650,11650106,202212,W,F,45,T18,1641.61,269.31,705.27
11,11650,11650108,202311,W,F,20,T18,3088.05,1626.89,4812.75
11,11140,11140128,202201,H,F,45,T21,12.89,0.52,6.17
11,11140,11140145,202108,H,F,15,T06,5.04,0.0,6.97
11,11140,11140135,202212,W,M,60,T15,15.23,40.14,34.54
11,11560,11560125,202106,W,F,50,T12,84.39,248.22,81.7
11,11140,11140121,202203,H,F,30,T18,53.48,40.43,147.18
11,11140,11140144,202110,W,F,15,T06,120.54,0.0,42.95
11,11560,11560105,202111,H,F,60,T09,128.72,107.97,296.88
11,11140,11140156,202303,H,F,40,T18,47.54,3.4,36.49
11,11560,11560118,202108,W,F,55,T24,954.55,27.83,75.97
11,11140,11140165,202203,W,F,60,T15,170.89,115.18,101.21
11,11650,11650111,202306,W,M,40,T24,86.43,2.14,15.24
11,11140,11140106,202206,H,F,50,T09,2.83,1.66,4.2
11,11140,11140151,202106,H,F,50,T24,11.54,1.56,16.41
11,11140,11140145,202209,H,M,30,T06,24.32,7.67,47.75
11,11140,11140174,202211,W,F,20,T18,23.39,2.8,11.99
11,11140,11140105,202308,W,M,25,T06,143.4,270.4,144.01
11,11140,11140168,202207,W,F,25,T24,50.75,1.91,19.44
11,11140,11140164,202103,W,M,20,T06,34.13,4.76,13.66
11,11140,11140157,202207,H,M,10,T06,11.69,0.04,4.18
11,11560,11560117,202303,W,F,10,T21,164.39,0.55,17.96
11,11140,11140161,202105,W,M,35,T12,8.22,228.39,128.18
11,11650,11650101,202209,H,M,15,T09,2197.18,0.0,963.01
11,11560,11560126,202206,W,M,15,T09,55.52,0.0,90.15
11,11140,11140167,202108,W,M,20,T09,12.36,44.07,77.33
11,11140,11140164,202208,H,M,60,T24,54.29,2.63,10.68
